stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening F:\School\Introduction_to_Programming\Final_Project\G37_FInal_Project\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   1.34188] added dtor for sub_bitmap 000000000d76b950, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34190] added dtor for sub_bitmap 000000000d76b290, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34191] added dtor for sub_bitmap 000000000d76b7a0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34192] added dtor for sub_bitmap 000000000d76bb00, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34193] added dtor for sub_bitmap 000000000d76b440, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34195] added dtor for sub_bitmap 000000000d76b5f0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34196] added dtor for sub_bitmap 000000000d768500, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34197] added dtor for sub_bitmap 000000000d767ae0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34198] added dtor for sub_bitmap 000000000d76bcb0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34200] added dtor for sub_bitmap 000000000d767c90, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34201] added dtor for sub_bitmap 000000000d76a510, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34202] added dtor for sub_bitmap 000000000d76a6c0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34203] added dtor for sub_bitmap 000000000d768bc0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34204] added dtor for sub_bitmap 000000000d76a870, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34206] added dtor for sub_bitmap 000000000d768350, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34207] added dtor for sub_bitmap 000000000d769430, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34208] added dtor for sub_bitmap 000000000d76be60, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34209] added dtor for sub_bitmap 000000000d767e40, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34211] added dtor for sub_bitmap 000000000d76c010, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34212] added dtor for sub_bitmap 000000000d767ff0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34213] added dtor for sub_bitmap 000000000d76c1c0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34214] added dtor for sub_bitmap 000000000d76c370, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34215] added dtor for sub_bitmap 000000000d76c6d0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34217] added dtor for sub_bitmap 000000000d76c520, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34218] added dtor for sub_bitmap 000000000d76d0f0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34219] added dtor for sub_bitmap 000000000d76c880, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34220] added dtor for sub_bitmap 000000000d76ca30, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34222] added dtor for sub_bitmap 000000000d76d7b0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34223] added dtor for sub_bitmap 000000000d76cbe0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34224] added dtor for sub_bitmap 000000000d76cd90, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34225] added dtor for sub_bitmap 000000000d76cf40, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34226] added dtor for sub_bitmap 000000000d76d2a0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34228] added dtor for sub_bitmap 000000000d76d450, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34229] added dtor for sub_bitmap 000000000d76d600, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34230] added dtor for sub_bitmap 000000000d76d960, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34231] added dtor for sub_bitmap 000000000d76db10, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34232] added dtor for sub_bitmap 000000000d76dcc0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34234] added dtor for sub_bitmap 000000000d770db0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34235] added dtor for sub_bitmap 000000000d76de70, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34236] added dtor for sub_bitmap 000000000d7701e0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34237] added dtor for sub_bitmap 000000000d76ebf0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34239] added dtor for sub_bitmap 000000000d76f7c0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34240] added dtor for sub_bitmap 000000000d76e530, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34242] added dtor for sub_bitmap 000000000d770c00, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34243] added dtor for sub_bitmap 000000000d770a50, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34245] added dtor for sub_bitmap 000000000d771620, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34246] added dtor for sub_bitmap 000000000d76ef50, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34247] added dtor for sub_bitmap 000000000d7717d0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34248] added dtor for sub_bitmap 000000000d76e020, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34250] added dtor for sub_bitmap 000000000d7721f0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34251] added dtor for sub_bitmap 000000000d770f60, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34252] added dtor for sub_bitmap 000000000d76e890, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34253] added dtor for sub_bitmap 000000000d772040, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34254] added dtor for sub_bitmap 000000000d771110, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34256] added dtor for sub_bitmap 000000000d76fb20, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34257] added dtor for sub_bitmap 000000000d76ea40, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34258] added dtor for sub_bitmap 000000000d7712c0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34259] added dtor for sub_bitmap 000000000d7708a0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34261] added dtor for sub_bitmap 000000000d770390, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34262] added dtor for sub_bitmap 000000000d76fe80, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34263] added dtor for sub_bitmap 000000000d76e6e0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34264] added dtor for sub_bitmap 000000000d771470, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34266] added dtor for sub_bitmap 000000000d771b30, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34267] added dtor for sub_bitmap 000000000d771980, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34268] added dtor for sub_bitmap 000000000d76f970, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34269] added dtor for sub_bitmap 000000000d76e1d0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34270] added dtor for sub_bitmap 000000000d771e90, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34272] added dtor for sub_bitmap 000000000d770030, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34273] added dtor for sub_bitmap 000000000d76f2b0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34274] added dtor for sub_bitmap 000000000d771ce0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34275] added dtor for sub_bitmap 000000000d76fcd0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34277] added dtor for sub_bitmap 000000000d7723a0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34278] added dtor for sub_bitmap 000000000d76e380, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34279] added dtor for sub_bitmap 000000000d772550, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34281] added dtor for sub_bitmap 000000000d772700, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34282] added dtor for sub_bitmap 000000000d772c10, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34283] added dtor for sub_bitmap 000000000d7728b0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34284] added dtor for sub_bitmap 000000000d770540, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34285] added dtor for sub_bitmap 000000000d76f100, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34287] added dtor for sub_bitmap 000000000d772a60, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34288] added dtor for sub_bitmap 000000000d772dc0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34289] added dtor for sub_bitmap 000000000d7706f0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34290] added dtor for sub_bitmap 000000000d76eda0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34292] added dtor for sub_bitmap 000000000d772f70, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34293] added dtor for sub_bitmap 000000000d773120, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34294] added dtor for sub_bitmap 000000000d7732d0, func 00007ffdb9531bea
dtor     D               dtor.c:196  _al_register_destructor          [   1.34296] added dtor for sub_bitmap 000000000d773480, func 00007ffdb9531bea
